Population,Latitude,Longitude,Elevation,PC1,PC2,PC3,AHM.6190,bFFP.6190,CMD.6190,DD_0.6190,DD_18.6190,DD18.6190,DD5.6190,eFFP.6190,EMT.6190,Eref.6190,FFP.6190,MAP.6190,MAR.6190,MAT.6190,MCMT.6190,MSP.6190,MWMT.6190,NFFD.6190,PAS.6190,PPT_sm.6190,PPT_wt.6190,RH.6190,SHM.6190,Tave_sm.6190,Tave_wt.6190,TD.6190,Height,GthRate,ShootDryMass,Gth5pct,Gth95pct,ColdInjury
AB_GSIMS_2430,53.083,-115.5,975,-0.0813124029988013,0.0139086521775799,-0.0335870990088725,0.346223953299284,-0.978826871371889,-0.928001712870109,0.212450563201633,-0.165820154335748,0.426754321752146,0.796178442388481,0.113545194332113,-0.700908290024563,0.306924446451702,0.595956518827535,-0.37683227387291,-0.376092891196189,0.17600176954349,-0.355697172970432,1.5245542775367,0.788157161966168,0.183205480080204,-1.01715179595966,1.72658852637347,-0.865800372559368,-0.826807614708191,-0.897451164444345,0.871223090815892,-0.380143467496231,0.66910960422866,-1.18744637354766,-1.36109868053275,-0.445797427059669,-1.39182811656673,-0.78454889893948,NA
AB_GSIMS_2431,55.25,-116.167,792,-0.0315409129493705,0.00922302303210249,0.00337998560594697,0.166199171820776,-1.05702693572804,-0.691227505842116,0.967331722136177,0.362410835557439,0.43113021925019,0.756542878773837,0.0255744938750589,-1.0601938172309,0.00840100142354892,0.607083591699773,-0.466311044435054,-0.848389250721215,-0.357064543281107,-1.18026292561163,0.969811490168192,0.869931468504465,0.183205480080204,-0.86143595459954,1.32670355669389,-0.796269468622132,-0.826807614708191,-0.614327908916262,0.876238910884313,-1.14603685461523,1.50150551437225,2.05403264374298,1.59521230875623,2.53975537045527,-1.44512986021972,1.16210048912739,NA
AB_GSIMS_2432,56.167,-118.5,609,-0.0080762605117468,-0.259364678516149,0.0205473632691885,1.134087395042,-1.21100934142607,0.329353859981101,1.26715300366191,0.586462552392744,0.56136149921405,0.778764137651965,-0.062396206581995,-0.866182432549152,-0.0853846787934701,0.65047298555066,-0.978969938649179,-0.92710481017914,-0.5766100354707,-1.48261405758975,-0.401224860475009,1.02844326873062,0.219628355485767,-0.962862965322148,-0.0491938207075218,-0.856960555379209,-0.21398208114834,0.507533674077401,0.997132222647212,-1.38521477139918,1.84805995713547,1.89262637245226,1.76413944406924,1.80343637553019,-0.790201416615882,0.764833377769272,NA
AB_GSIMS_2433,56.25,-118.917,609,0.000780644261712846,-0.0325718975680672,0.0804687260707,2.07021899812667,-1.41466784899896,0.981315074130664,1.22639735947082,0.358940400813412,1.47447027171658,1.32738865467619,0.258276165004415,-0.94440270283514,0.252239215576468,0.921540834937254,-1.19101600091067,-1.52693438398293,-0.336482019796353,-1.48053430068883,-0.809401409457251,1.56521902656175,0.380789686467665,-1.10196592706093,-0.423707936069397,-0.933167321891272,-0.622532436854907,1.28865478179189,1.54798467440924,-1.39858850696404,2.0567120214351,0.528927818678325,1.82052043100412,0.450713726403749,-0.610640611632591,-0.917339530644543,NA
AB_GSIMS_2437,55.083,-119.417,701,-0.00399422007246103,-0.13429811983584,0.0185906300262796,0.933723597298291,-0.749062124331976,0.271579604872797,0.797010870091012,0.268216344679637,0.378396560732868,0.722924042382289,-0.150366907039049,-0.960276329114184,0.264782064378951,0.346747228594445,-0.809541472835355,-0.92710481017914,-0.260143374487724,-0.965375499578891,-0.0858173343121637,0.788157161966168,0.0739368538635157,-0.870483594409676,0.192860010054824,-0.776670399103468,-1.03108279256148,0.109596816746709,0.876238910884313,-0.95401677927637,1.24901617020871,-0.193013829407927,0.0897087907962157,-0.256245317896534,1.09643474695202,0.581301145830134,NA
AB_GSIMS_2507,52.633,-116.083,1520,-0.0480985973088937,0.0180237348133796,0.00210934307929694,0.0872387423441857,0.174832309856219,-1.20595289230914,0.229161268353119,0.342297261979041,-0.504449660957782,-0.393577370987769,-0.523298728549074,-0.740525569777111,-0.113107794595828,-0.35365687211735,-0.41360384540068,0.291672270925634,-0.3641855590349,-0.248786231626073,1.17856588672546,-0.376401289431136,-0.535840636244587,-0.808634645476997,1.36090530281037,-0.870359201062375,-1.12349069142969,-1.0445019795942,-0.35604160688157,-0.242977599504727,0.101256074336377,-1.02964354105756,-1.41755259243328,-0.762715419234721,-1.09078790971549,-0.953066290674675,-1.11062849770476
AB_GSIMS_2508,53.2,-117.533,1360,-0.0415135923066973,0.00846816597028865,0.00537143657579736,-0.401403434141717,-0.0561412986908296,-1.37224405058476,0.265332983313946,0.413661094100542,-0.57080929257893,-0.484937505810447,-0.062396206581995,-0.678936071243585,-0.527920680259318,-0.000367922212658259,-0.0918091765497252,-0.183503752199158,-0.429303633465434,-0.139142429378884,1.50260340179259,-0.464572439951236,-0.3810095138636,-0.436722929140869,1.51653252478665,-0.612137711611349,-0.448082974762177,-1.19722317283902,-0.453588671437137,-0.223632451207373,-0.0456773720333077,-0.352750177826886,-0.221204785969285,-0.35311225721069,-0.591936135676141,-0.695153138055419,-0.794240648526942
AB_GSIMS_2509,53.733,-116.583,1000,-0.0368233515280292,-0.0126721454051961,0.0056348476557285,0.365096724329637,-0.364106110086895,-0.928406186991535,0.158864306231099,-0.0745444796434591,0.009260951111613,0.424360769093284,-0.150366907039049,-0.697586135687892,0.210365129734787,0.129800259340005,-0.42637609894009,-0.612241070958702,0.0790806007501071,-0.34511468185927,1.49013124729864,0.427728861148349,-0.00891885191784909,-1.04807368431394,1.74358854019987,-0.915751643865614,-1.03108279256148,-0.972905154046251,0.453112031481777,-0.301887959351802,0.509064793500968,-0.0585985338662111,-0.196026135641098,0.39555236981694,-0.779771059488709,0.0901295677648225,-0.603748308567624
AB_GSIMS_2658,53.5,-116.167,1090,-0.0466244180708739,-0.00328680843151372,0.0121909034053859,0.395686094329357,-0.518088515784927,-0.819074063226199,0.2510497485589,-0.0636476981668361,0.167461926663579,0.566683341038505,-0.150366907039049,-0.791283602311653,0.342286552166445,0.216579047041781,-0.445200752336429,-0.533524760806408,0.0306200741229203,-0.422422294135615,1.42996091579337,0.602188659114556,0.00109110305239004,-1.04866331786349,1.66713486371268,-0.909153018835686,-1.03108279256148,-0.911262767839388,0.62866169862305,-0.406228719800174,0.64569365027936,-0.379663822346953,-0.883075421686127,0.506381493360356,0.501176518150242,-0.313681877433372,NA
AB_GSIMS_2717,50.667,-115.083,1860,-0.0589416457397005,0.000222140737458997,0.0366973438225164,-1.13332572822765,1.62888593945611,-1.2144187160472,0.750746155735424,1.31857546542596,-0.933931689218716,-1.68977209615642,-1.43168050886369,-0.938114823964852,-1.32581710996322,-1.62535289301355,0.223053124892351,1.16604578938693,-1.3143622240884,-0.389304225433777,0.962722868903141,-1.77489483448325,-1.48966107342944,0.737601044946758,0.558109348620591,-0.207481147114491,-0.459409343895544,-1.31587908699812,-1.88255666697168,-0.567667569567535,-0.308402955420695,-0.785844362913205,-0.917145287834694,-0.927607195634555,-0.464930193576357,-1.39355106688809,NA
AB_GSIMS_2835,58.75,-115.417,825,0.0259548375616489,-0.136939537822574,0.0769331880413146,-0.912265957501168,-0.135644207956032,-0.626490788049385,3.75409787902295,2.8936759603404,-0.592407151949018,-0.813403523148859,-1.13814192235783,-1.20750361196635,-1.99558594187326,-0.469803412470199,-0.906637141627802,-1.00582112033143,-2.86824927612886,-3.28233320018112,-0.356749180056603,-0.135557191798134,-0.830047223755721,-0.637542948097299,-0.0647832325414991,-0.865800372559368,-0.21398208114834,0.0232728103579391,-0.366427196394578,-3.30555359069621,3.15846879225041,-1.89661493964788,-1.49199537560711,-2.10580291141112,-1.5263141138441,-3.01080104289048,NA
AB_GSIMS_3116,54.033,-116.067,990,-0.0392791356662698,-0.0115705328587654,0.00831108082873366,0.0908948343583499,-0.67207092148296,-1.12674759554775,0.105468153956681,-0.00913005871359571,-0.132190091413948,0.25244535701896,0.233601521818967,-0.597207931693485,-0.264388777478615,0.514626564002236,-0.282002488042428,-0.449395944253095,-0.00244788354310416,-0.207384480831839,1.62350383609369,0.266594962148714,0.0699592153247337,-0.866092274716594,1.93708174321527,-0.773961304966272,-0.622532436854907,-1.06703758889813,0.290971511635246,-0.205832894782499,0.305934115981233,0.39877611129128,0.0488185985195787,1.12240174522154,-1.13715068787309,0.417054625593309,NA
AB_GSIMS_3242,52.967,-115.917,1067,-0.0483289703362912,-0.0245502904319458,0.000441108789518574,0.193214631699195,-0.378050897346078,-1.09733626240624,0.089382758410639,-0.0724583826008328,-0.0434727074057091,0.336874662832872,-0.134433493122648,-0.641486656124836,0.214218161719864,0.169995498365551,-0.318409303867538,-0.139944711433676,0.0790806007501071,-0.233568975920913,1.65557197893755,0.318466343259982,-0.0651576700508494,-0.972587355162583,1.82435918211007,-0.867145654522617,-1.03108279256148,-1.06800710770913,0.392665087367936,-0.223632451207373,0.35154189084725,-0.407777176941738,-0.235228670623781,0.283304242404284,1.44461438751719,0.218284014636054,NA
AB_GSIMS_3243,53.883,-116.833,1069,-0.0358660684574078,-0.00849925878840497,0.0230059190237635,-0.374231962295954,-0.518088515784927,-1.35278833687512,0.164400874154141,0.197439847426193,-0.413062090335529,-0.161992139864184,0.289486595246221,-0.661498868133114,-0.581071488553776,0.431217048537203,-0.0149088970117468,-0.362301884941942,-0.209104017175276,-0.189438416575464,2.10188104125289,-0.170306159070234,-0.108177523164298,-0.662376824415188,2.29588655746759,-0.685931810690081,-0.418257259001623,-1.33381411567941,-0.15187565149567,-0.197547447670832,0.138880967253952,-0.270800779910874,-0.111240882524319,-0.057956927999225,-0.323705251799986,-0.668025631841252,-0.470246794225622
AB_GSIMS_3444,58.633,-118.8,625,-0.0421169437841698,-0.48169628643443,-0.0720801588619796,0.167709848729407,-0.606740709226585,0.25683934756235,2.95668561966029,1.93083105776086,0.220211376471923,0.263616130774409,-0.691488194722894,-1.07447886659213,-0.431241292698253,-0.00035501185529601,-1.05180700931334,-0.922858882827661,-1.91512795500224,-2.92829634953321,-0.555867669262024,0.908318261254306,-0.405065973853984,-0.90371766977741,-0.202731543880861,-0.931725478830072,-0.826807614708191,0.652017403022539,0.746208632326279,-2.83538718002257,3.23380148046673,-1.20913951488462,-1.35101938822045,-1.06938033182741,-0.864791412858515,-2.44566946166074,-2.91815431439437
AB_GSIMS_4021,56.55,-119.867,945,0.0275242293777157,-0.031370060880566,0.0407852162510037,0.558553902345563,-0.749062124331976,-0.155186986391604,1.13710235460886,0.760779308188007,-0.0941283527223327,0.152141165497836,-0.238337607496103,-1.11034041908124,-0.574398447880719,0.302154854265239,-0.811716613329064,-1.00676699523647,-0.744749102915629,-1.15422859266295,-0.270844978890954,0.427728861148349,-0.0353317723531728,-0.724606591025639,0.043910430427837,-0.754477156754325,-0.418257259001623,0.132566095616835,0.395047039847274,-1.16372595831334,1.27304683649497,0.61740183647207,0.790658986398246,0.182136562696915,-0.873730670104659,0.655925851254977,-0.41386786953408
AB_GSIMS_4022,57.767,-116.533,755,0.00770069135895337,-0.0686563144021247,0.0517744962397038,0.583279627696837,-0.945082130914199,0.488053649902677,2.36058973865847,1.37893007583709,0.875608190547191,0.79696766437219,-0.414279008410211,-0.934009095492011,0.00050365217754128,0.327049002572891,-1.02363699783009,-1.24196930009395,-1.34011797782516,-2.62855875921593,-0.47826710525604,1.41292189260057,-0.113482893779251,-0.976046660352676,-0.134572111958912,-0.911615780171945,-1.03108279256148,0.750328511475259,1.22165372595129,-2.50488326699312,3.10247087959125,-0.861242854646265,-0.385743651025071,-1.08478417821852,-0.885056768955926,-1.78388063315221,NA
AB_GSIMS_4968,53.683,-115.833,835,-0.0411788232109997,-0.0774114209275041,0.00980869109339892,0.393630878862331,-0.595079718633943,-0.719874650861019,0.373544595246301,-0.0381323634764756,0.378396560732868,0.745549783266029,-0.150366907039049,-0.903631847667902,0.441155369465001,0.259968440892669,-0.45024996239669,-0.533524760806408,0.0306200741229203,-0.564062113948657,1.33126329061877,0.788157161966168,0.0739368538635157,-1.01789624127622,1.56930997235141,-0.865800372559368,-1.23535797041476,-0.817781431404703,0.815791966770473,-0.562739487321629,0.85598435951742,-0.598467507362605,-0.451862349864383,-0.470017078131598,-0.612618670195859,-1.04018955905868,NA
AB_GSIMS_5601,49.667,-110.167,1299,-0.0860611760314979,0.0363944430649719,-0.0552493486265528,1.65350167931378,-0.447057035409865,1.19066773206908,0.0660136296676548,-0.178922087220144,0.681931727679677,0.727015233247227,-0.418738216584624,-0.395167233552587,1.18961656244484,0.0463804817960434,-0.943389403872659,1.80568468558268,0.185961001058189,0.00249761556480355,-0.49154551917692,1.06920696508788,-0.100692426637777,-0.905183640358554,-0.513495012704866,-0.808481840816728,-0.842621672856974,0.636973465178022,1.03815057421238,-0.143357698055877,0.42146431675205,1.07141538092595,0.806935320567407,1.38461509975054,-0.576308118280986,1.08036959980876,NA
AB_GSIMS_5766,49.631,-114.637,1364,-0.0673930516388546,0.0373947955756454,-0.037298710476,0.308884309611862,0.484971662214099,0.0830441885305636,-0.125345651682022,0.116374407371514,-0.5052105597895,-0.397289560836098,-0.326951282280533,-0.075179699281236,0.0628137956937767,-0.435804482908924,-0.45805760955473,0.474451335907615,-0.116838492757457,0.237724920004985,-0.370007265059019,-0.278912149714902,-0.291586841898884,-0.183091560862137,-0.486307740711931,-0.380704730093449,0.196060534406209,-0.0175824271850277,-0.334020075743338,0.114547180029915,-0.323449737602914,-0.229733111329603,-1.01173884072347,-0.131842888500024,0.0300410672454929,1.3762215696037,NA
AB_GSIMS_5767,49.867,-114,1662,-0.0858535988412113,0.0160767509795587,-0.125439105136253,-0.191599074973643,0.790761932648349,-0.361380901117833,-0.127303544970948,-0.0824887128644437,-0.136132482769929,0.0965499115982414,0.179194349716224,-0.262242488523908,0.422483111087291,-0.371215289164812,-0.0438482662240151,1.44176832420389,0.0790806007501071,0.0733176380366475,0.391743809977272,0.367657191235762,-0.25386902478655,0.0311798917850918,0.238470743146109,-0.288020129552853,-0.622532436854907,-0.411838677441311,0.271771775605038,0.0633040802989951,0.0699202971647372,1.33899500004823,0.82537229036617,2.17673080169223,-0.380445604440681,0.470471218533396,NA
AB_GSIMS_578,55.067,-118.733,670,-0.022797953531139,-0.328394522613242,-0.0683498879553927,0.993092331218352,-0.700304710210841,0.463328248553682,0.959507023420107,0.288232029113358,0.747532170354123,0.956278480553123,-0.238337607496103,-1.12146045750595,0.592440492721724,0.259968440892669,-0.837817294724394,-1.20289115401746,-0.277914891648237,-1.12942639973578,-0.0512959266294031,1.13952641801556,0.0508707741827742,-0.963533326134417,0.272466964790163,-0.82866288361941,-1.43963314826804,0.18621779332921,1.11802553441011,-1.13455051733405,1.53310102294021,0.959772967488396,1.15230995782256,0.911569922795939,0.351063756172855,0.384573510157127,NA
AB_GSIMS_5881,55.717,-119.667,791,-0.00346528529992365,0.00350791890843321,0.0480219295969203,0.400222468000806,-0.67207092148296,-0.197704943798167,0.905716912874183,0.468479015119208,0.114728268146257,0.391691386490165,-0.238337607496103,-1.03470372915125,-0.16361621624417,0.267433606761286,-0.637744438855635,-0.816586083775422,-0.453985654304985,-1.03619529692009,0.193541211151926,0.547871628087622,0.00109110305239004,-0.716472710809837,0.478164134857727,-0.708545014481079,-0.826807614708191,-0.213716082650415,0.574005343244675,-1.0322722874208,1.22589698914519,-0.248748845191417,0.569816052433225,-0.270411571759361,0.193899669288534,-0.196622358882629,NA
AB_GSIMS_5907,56.7,-119.2,1025,-0.0299633663061349,0.00314732173689674,0.00682781053734011,-0.104513328431217,-0.441097312935911,-0.648304035107354,1.49069470977075,1.22079545391782,-0.456591638979534,-0.334115761461261,-0.766161810238426,-1.10960255938875,-0.777639467513897,-0.129808158230974,-0.642018152397512,-0.770993411964121,-1.22935484578591,-1.48863900391824,0.192370846274652,-0.163017904624909,-0.329785954941717,-0.625220377674483,0.506851450048675,-0.754512517156392,-0.21398208114834,-0.437967922279252,-0.141325193055003,-1.48004838802162,1.41468952345365,-0.332169627044188,-0.249533666688322,0.00518002307776214,-0.145101137571083,-0.279007250581609,NA
AB_GSIMS_5908,56.333,-119.95,742,0.0126324427647337,-0.00767243891978503,0.0325792476114851,0.627918092503179,-0.637170185181712,0.0909856582231556,1.07501400221648,0.678646347325846,0.0619946096289351,0.273481176012309,-0.414279008410211,-1.16577632492279,-0.308108642021077,0.173189653190893,-0.811425969556197,-0.92710481017914,-0.69628854740369,-1.03085452262255,-0.329286626293999,0.547871628087622,-0.0717546477587356,-0.712789884404881,-0.0406712156173769,-0.736165908545551,-0.622532436854907,0.247762990027813,0.574005343244675,-1.11052779556523,1.21541645247896,0.304662889162763,0.183029224382403,0.0723818854781738,-0.939518017180586,0.0201485364388887,-1.1270070233763
AB_GSIMS_5909,54.767,-119.4,1016,-0.00246893252106523,0.0114850641670426,0.019654712966765,-0.010571741216763,-0.749062124331976,-1.12249141286994,0.0747951975008927,-0.0910295407374412,-0.0698836919303483,0.364735713943623,0.262328648291156,-0.454128865862803,-0.244172573660076,0.563694197848885,-0.174572781232176,-0.745035151375934,0.0790806007501071,-0.221543847634915,1.25793143647378,0.277499845293406,0.219628355485767,-0.604939681239748,1.53068659557134,-0.59927644203844,-0.277045060248798,-0.915737049626724,0.313299145572735,-0.218509335317814,0.319595370069656,-0.212682696340244,0.345732006835139,-0.506826665268492,-0.323262895939811,-0.734722228769736,-0.255688804030798
AB_GSIMS_5910,54.55,-119.2,1162,-0.00119709892536471,0.0148117134884834,0.0312121075025622,-0.0577337914648992,-0.67207092148296,-1.21822098805287,-0.0578656234020312,-0.0805653234541845,-0.254407341474998,0.121092006501761,0.377457295703275,-0.236444542237618,-0.513255061739719,0.547705878877555,-0.147833330899782,-0.848389250721215,0.0790806007501071,0.135439062636878,1.24543859004497,0.0382518077833934,0.219628355485767,-0.543836039660983,1.39616274060346,-0.565974593378448,-0.00970690329505564,-0.967091367960483,0.0904315197282983,0.037219076762454,-0.116977388569878,-0.270841877705415,-0.062885845963722,-0.0905596334699226,-0.257616095370337,0.0201193685672354,-1.18684816117224
AB_GSIMS_6098,52.65,-115.1,940,-0.0589946657927373,-0.0129871147532734,-0.0139254304760664,0.57537279419983,-0.749062124331976,-0.56579910838714,0.172073806395148,-0.226719769173992,0.513787670183458,0.880054971431954,0.0255744938750589,-0.678936071243585,0.591535406979259,0.433526016296221,-0.485919230583129,-0.0992765946834961,0.224462296170677,-0.351602271663771,1.15706224718756,0.848228831878756,0.146782604674641,-1.03720273408574,1.37828877201818,-0.880655368135351,-1.03108279256148,-0.714755087224855,0.936685278533372,-0.354058215192287,0.671027824218481,-0.142805536203906,0.314515592960918,0.175573832063033,0.795064520617663,-0.823703135712987,NA
AB_GSIMS_6099,52.501,-115.512,1152,-0.0408699503533792,-0.002115221195296,-0.0057737158750079,0.17851476320438,-0.117718048833212,-1.07487599778919,0.111095411602627,-0.029815093244698,-0.106764503565361,0.257195839779538,-0.414279008410211,-0.703694013936198,0.397737752219885,-0.142022680434877,-0.327187326202728,0.0586116971031195,0.0274935885340695,-0.288388963434022,1.56549889742122,0.235487257669766,-0.23647512324285,-0.955127447779658,1.65317347212089,-0.888082865923343,-1.43963314826804,-1.05504502140951,0.300638249565065,-0.24449508066071,0.368982699770788,-0.0989629912840266,0.136720747859369,0.338277628071539,-0.462832591432215,-0.207220266666084,-0.253830603940201
AB_GSIMS_6110,52.079,-115.484,1655,-0.0593989728295542,0.00151018116318966,0.0211813818688299,-0.648902055205641,0.52329809351516,-1.62940713029073,0.465020119480817,0.67260566112093,-0.676276609613575,-0.773263619598727,-0.460555709738594,-0.933315521666832,-0.377407322704313,-0.500476104319272,0.0200915779769139,0.704094748962107,-0.662748901732622,-0.417782576667421,1.82719233877306,-0.823796534603037,-0.746526540398325,-0.36906770226204,1.79658340601439,-0.746480719163847,-1.03108279256148,-1.39160385274835,-0.76255361833651,-0.44034542769771,0.103997144556313,-0.293726416735935,0.140077174558918,0.658119862908351,-0.0193493370663643,-0.0245108166390081,NA
AB_GSIMS_6111,52.178,-115.431,1476,-0.0675486616500341,0.022072073512623,-0.00209771443587424,-0.208578321740812,0.328814715554252,-1.3672200611179,0.401126697880677,0.475515789512519,-0.510349669493106,-0.425940981722855,-0.150366907039049,-0.922356198083186,-0.0985436152376672,-0.251536276416769,-0.261357181334647,0.163386860889057,-0.47344739163103,-0.473094249509781,1.31465093406982,-0.437395878531856,-0.61618815665142,-0.63082970543948,1.27429481622664,-0.827531124084026,-1.32766846328768,-1.1163893043447,-0.375430423360284,-0.428492158497665,0.295218101274882,-0.34783780675693,-0.194515483715903,0.0395407147990409,-1.21452250414383,-1.04787800854539,-0.867127299361162
